S&P 500 Index | Price History                                          17-Nov-2021 01:14,,,,,,,
,,,,,,,
,,,,,,,
.SPX,,,,,,,
Interval: Daily,,,,,,,
History Period: 16-Nov-2016 - 16-Nov-2021,,,,,,,
Currency Conversion: USD,,,,,,,
,,,,,,,
,,,,,,,
.SPX Statistics     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,
Price,,,Up/Down,,Price Change (Close-Close),,
High,"4,718.50",05-Nov-2021,Up,716,Up,+9.38%,24-Mar-2020
Low,"2,172.20",16-Nov-2016,Down,541,Down,-11.98%,16-Mar-2020
Avg,"3,060.78",,Unch,1,Period,+115.94%,16-Nov-2016 - 16-Nov-2021
,,,,,,,
,,,,,,,
.SPX History     Daily     16-Nov-2016 - 16-Nov-2021,,,,,,,
Exchange Date,Close,Net,%Chg,Open,Low,High,
09-Apr-2019,"2,878.20",-17.57,-0.61%,"2,886.58","2,873.33","2,886.88",
08-Apr-2019,"2,895.77",+3.03,+0.10%,"2,888.46","2,880.78","2,895.95",
05-Apr-2019,"2,892.74",+13.35,+0.46%,"2,884.16","2,882.99","2,893.24",
04-Apr-2019,"2,879.39",+5.99,+0.21%,"2,873.99","2,867.14","2,881.28",
03-Apr-2019,"2,873.40",+6.16,+0.21%,"2,876.09","2,865.17","2,885.25",
02-Apr-2019,"2,867.24",+0.05,+0.00%,"2,868.24","2,858.75","2,872.90",
01-Apr-2019,"2,867.19",+32.79,+1.16%,"2,848.63","2,848.63","2,869.40",
29-Mar-2019,"2,834.40",+18.96,+0.67%,"2,828.27","2,819.23","2,836.03",
28-Mar-2019,"2,815.44",+10.07,+0.36%,"2,809.40","2,798.77","2,819.71",
27-Mar-2019,"2,805.37",-13.09,-0.46%,"2,819.72","2,787.72","2,825.56",
26-Mar-2019,"2,818.46",+20.10,+0.72%,"2,812.66","2,803.99","2,829.87",
25-Mar-2019,"2,798.36",-2.35,-0.08%,"2,796.01","2,785.02","2,809.79",
22-Mar-2019,"2,800.71",-54.17,-1.90%,"2,844.52","2,800.47","2,846.16",
21-Mar-2019,"2,854.88",+30.65,+1.09%,"2,819.72","2,817.38","2,860.31",
20-Mar-2019,"2,824.23",-8.34,-0.29%,"2,831.34","2,812.43","2,843.54",
19-Mar-2019,"2,832.57",-0.37,-0.01%,"2,840.76","2,823.27","2,852.42",
18-Mar-2019,"2,832.94",+10.46,+0.37%,"2,822.61","2,821.99","2,835.41",
15-Mar-2019,"2,822.48",+14.00,+0.50%,"2,810.79","2,810.79","2,830.73",
14-Mar-2019,"2,808.48",-2.44,-0.09%,"2,810.38","2,803.46","2,815.00",
13-Mar-2019,"2,810.92",+19.40,+0.69%,"2,799.78","2,799.78","2,821.24",
12-Mar-2019,"2,791.52",+8.22,+0.30%,"2,787.34","2,786.73","2,798.32",
11-Mar-2019,"2,783.30",+40.23,+1.47%,"2,747.61","2,747.61","2,784.00",
08-Mar-2019,"2,743.07",-5.86,-0.21%,"2,730.79","2,722.27","2,744.13",
07-Mar-2019,"2,748.93",-22.52,-0.81%,"2,766.53","2,739.09","2,767.25",
06-Mar-2019,"2,771.45",-18.20,-0.65%,"2,790.27","2,768.69","2,790.27",
05-Mar-2019,"2,789.65",-3.16,-0.11%,"2,794.41","2,782.97","2,796.44",
04-Mar-2019,"2,792.81",-10.88,-0.39%,"2,814.37","2,767.66","2,816.88",
01-Mar-2019,"2,803.69",+19.20,+0.69%,"2,798.22","2,787.38","2,808.02",
28-Feb-2019,"2,784.49",-7.89,-0.28%,"2,788.11","2,782.51","2,793.73",
27-Feb-2019,"2,792.38",-1.52,-0.05%,"2,787.50","2,775.13","2,795.76",
26-Feb-2019,"2,793.90",-2.21,-0.08%,"2,792.36","2,789.47","2,803.12",
25-Feb-2019,"2,796.11",+3.44,+0.12%,"2,804.35","2,794.99","2,813.49",
22-Feb-2019,"2,792.67",+17.79,+0.64%,"2,780.67","2,779.11","2,794.20",
21-Feb-2019,"2,774.88",-9.82,-0.35%,"2,780.24","2,764.55","2,781.58",
20-Feb-2019,"2,784.70",+4.94,+0.18%,"2,779.05","2,774.06","2,789.88",
19-Feb-2019,"2,779.76",+4.16,+0.15%,"2,769.28","2,767.29","2,787.33",
15-Feb-2019,"2,775.60",+29.87,+1.09%,"2,760.24","2,760.24","2,775.66",
14-Feb-2019,"2,745.73",-7.30,-0.27%,"2,743.50","2,731.23","2,757.90",
13-Feb-2019,"2,753.03",+8.30,+0.30%,"2,750.30","2,748.63","2,761.85",
12-Feb-2019,"2,744.73",+34.93,+1.29%,"2,722.61","2,722.61","2,748.19",
11-Feb-2019,"2,709.80",+1.92,+0.07%,"2,712.40","2,703.79","2,718.05",
08-Feb-2019,"2,707.88",+1.83,+0.07%,"2,692.36","2,681.83","2,708.07",
07-Feb-2019,"2,706.05",-25.56,-0.94%,"2,717.53","2,687.26","2,719.32",
06-Feb-2019,"2,731.61",-6.09,-0.22%,"2,735.05","2,724.15","2,738.08",
05-Feb-2019,"2,737.70",+12.83,+0.47%,"2,728.34","2,724.03","2,738.98",
04-Feb-2019,"2,724.87",+18.34,+0.68%,"2,706.49","2,698.75","2,724.99",
01-Feb-2019,"2,706.53",+2.43,+0.09%,"2,702.32","2,696.88","2,716.66",
31-Jan-2019,"2,704.10",+23.05,+0.86%,"2,685.49","2,678.65","2,708.95",
30-Jan-2019,"2,681.05",+41.05,+1.55%,"2,653.62","2,648.34","2,690.44",
29-Jan-2019,"2,640.00",-3.85,-0.15%,"2,644.89","2,631.05","2,650.93",
28-Jan-2019,"2,643.85",-20.91,-0.78%,"2,644.97","2,624.06","2,644.97",
25-Jan-2019,"2,664.76",+22.43,+0.85%,"2,657.44","2,657.33","2,672.38",
24-Jan-2019,"2,642.33",+3.63,+0.14%,"2,638.84","2,627.01","2,647.20",
23-Jan-2019,"2,638.70",+5.80,+0.22%,"2,643.48","2,612.86","2,653.19",
22-Jan-2019,"2,632.90",-37.81,-1.42%,"2,657.88","2,617.27","2,657.88",
18-Jan-2019,"2,670.71",+34.75,+1.32%,"2,651.27","2,647.58","2,675.47",
17-Jan-2019,"2,635.96",+19.86,+0.76%,"2,609.28","2,606.36","2,645.06",
16-Jan-2019,"2,616.10",+5.80,+0.22%,"2,614.75","2,612.68","2,625.76",
15-Jan-2019,"2,610.30",+27.69,+1.07%,"2,585.10","2,585.10","2,613.08",
14-Jan-2019,"2,582.61",-13.65,-0.53%,"2,580.31","2,570.41","2,589.32",
11-Jan-2019,"2,596.26",-0.38,-0.01%,"2,588.11","2,577.40","2,596.27",
10-Jan-2019,"2,596.64",+11.68,+0.45%,"2,573.51","2,562.02","2,597.82",
09-Jan-2019,"2,584.96",+10.55,+0.41%,"2,580.00","2,568.89","2,595.32",
08-Jan-2019,"2,574.41",+24.72,+0.97%,"2,568.11","2,547.56","2,579.82",
07-Jan-2019,"2,549.69",+17.75,+0.70%,"2,535.61","2,524.56","2,566.16",
04-Jan-2019,"2,531.94",+84.05,+3.43%,"2,474.33","2,474.33","2,538.07",
03-Jan-2019,"2,447.89",-62.14,-2.48%,"2,491.92","2,443.96","2,493.14",
02-Jan-2019,"2,510.03",+3.18,+0.13%,"2,476.96","2,467.47","2,519.49",
31-Dec-2018,"2,506.85",+21.11,+0.85%,"2,498.94","2,482.82","2,509.24",
28-Dec-2018,"2,485.74",-3.09,-0.12%,"2,498.77","2,472.89","2,520.27",
27-Dec-2018,"2,488.83",+21.13,+0.86%,"2,442.50","2,397.94","2,489.10",
26-Dec-2018,"2,467.70",+116.60,+4.96%,"2,363.12","2,346.58","2,467.76",
24-Dec-2018,"2,351.10",-65.52,-2.71%,"2,400.56","2,351.10","2,410.34",
21-Dec-2018,"2,416.62",-50.80,-2.06%,"2,465.38","2,408.55","2,504.41",
20-Dec-2018,"2,467.42",-39.54,-1.58%,"2,496.77","2,441.18","2,509.63",
19-Dec-2018,"2,506.96",-39.20,-1.54%,"2,547.05","2,488.96","2,585.29",
18-Dec-2018,"2,546.16",+0.22,+0.01%,"2,559.90","2,528.71","2,573.99",
17-Dec-2018,"2,545.94",-54.01,-2.08%,"2,590.75","2,530.54","2,601.13",
14-Dec-2018,"2,599.95",-50.59,-1.91%,"2,629.68","2,593.84","2,635.07",
13-Dec-2018,"2,650.54",-0.53,-0.02%,"2,658.70","2,637.27","2,670.19",
12-Dec-2018,"2,651.07",+14.29,+0.54%,"2,658.23","2,650.26","2,685.44",
11-Dec-2018,"2,636.78",-0.94,-0.04%,"2,664.44","2,621.30","2,674.35",
10-Dec-2018,"2,637.72",+4.64,+0.18%,"2,630.86","2,583.23","2,647.51",
07-Dec-2018,"2,633.08",-62.87,-2.33%,"2,691.26","2,623.14","2,708.54",
06-Dec-2018,"2,695.95",-4.11,-0.15%,"2,663.51","2,621.53","2,696.15",
04-Dec-2018,"2,700.06",-90.31,-3.24%,"2,782.43","2,697.18","2,785.93",
03-Dec-2018,"2,790.37",+30.20,+1.09%,"2,790.50","2,773.38","2,800.18",
30-Nov-2018,"2,760.17",+22.41,+0.82%,"2,737.76","2,732.76","2,760.88",
29-Nov-2018,"2,737.76",-6.03,-0.22%,"2,736.97","2,722.94","2,753.75",
28-Nov-2018,"2,743.79",+61.62,+2.30%,"2,691.45","2,684.38","2,744.00",
27-Nov-2018,"2,682.17",+8.72,+0.33%,"2,663.75","2,655.89","2,682.53",
26-Nov-2018,"2,673.45",+40.89,+1.55%,"2,649.97","2,649.97","2,674.35",
23-Nov-2018,"2,632.56",-17.37,-0.66%,"2,633.36","2,631.09","2,647.55",
21-Nov-2018,"2,649.93",+8.04,+0.30%,"2,657.74","2,649.82","2,670.73",
20-Nov-2018,"2,641.89",-48.84,-1.82%,"2,654.60","2,631.52","2,669.44",
19-Nov-2018,"2,690.73",-45.54,-1.66%,"2,730.74","2,681.09","2,733.16",
16-Nov-2018,"2,736.27",+6.07,+0.22%,"2,718.54","2,712.16","2,746.75",
15-Nov-2018,"2,730.20",+28.62,+1.06%,"2,693.52","2,670.75","2,735.38",
14-Nov-2018,"2,701.58",-20.60,-0.76%,"2,737.90","2,685.75","2,746.80",
13-Nov-2018,"2,722.18",-4.04,-0.15%,"2,730.05","2,714.98","2,754.60",
12-Nov-2018,"2,726.22",-54.79,-1.97%,"2,773.93","2,722.00","2,775.99",
09-Nov-2018,"2,781.01",-25.82,-0.92%,"2,794.10","2,764.24","2,794.10",
08-Nov-2018,"2,806.83",-7.06,-0.25%,"2,806.38","2,794.99","2,814.75",
07-Nov-2018,"2,813.89",+58.44,+2.12%,"2,774.13","2,774.13","2,815.15",
06-Nov-2018,"2,755.45",+17.14,+0.63%,"2,738.40","2,737.08","2,756.82",
05-Nov-2018,"2,738.31",+15.25,+0.56%,"2,726.37","2,717.94","2,744.27",
02-Nov-2018,"2,723.06",-17.31,-0.63%,"2,745.45","2,700.44","2,756.55",
01-Nov-2018,"2,740.37",+28.63,+1.06%,"2,717.58","2,708.85","2,741.67",
31-Oct-2018,"2,711.74",+29.11,+1.09%,"2,705.60","2,705.60","2,736.69",
30-Oct-2018,"2,682.63",+41.38,+1.57%,"2,640.68","2,635.34","2,685.43",
29-Oct-2018,"2,641.25",-17.44,-0.66%,"2,682.65","2,603.54","2,706.85",
26-Oct-2018,"2,658.69",-46.88,-1.73%,"2,667.86","2,628.16","2,692.38",
25-Oct-2018,"2,705.57",+49.47,+1.86%,"2,674.88","2,667.84","2,722.70",
24-Oct-2018,"2,656.10",-84.59,-3.09%,"2,737.87","2,651.89","2,742.59",
23-Oct-2018,"2,740.69",-15.19,-0.55%,"2,721.03","2,691.43","2,753.59",
22-Oct-2018,"2,755.88",-11.90,-0.43%,"2,773.94","2,749.22","2,778.94",
19-Oct-2018,"2,767.78",-1.00,-0.04%,"2,775.66","2,760.27","2,797.77",
18-Oct-2018,"2,768.78",-40.43,-1.44%,"2,802.00","2,755.18","2,806.04",
17-Oct-2018,"2,809.21",-0.71,-0.03%,"2,811.67","2,781.81","2,816.94",
16-Oct-2018,"2,809.92",+59.13,+2.15%,"2,767.05","2,766.91","2,813.46",
15-Oct-2018,"2,750.79",-16.34,-0.59%,"2,763.83","2,749.03","2,775.99",
12-Oct-2018,"2,767.13",+38.76,+1.42%,"2,770.54","2,729.44","2,775.77",
11-Oct-2018,"2,728.37",-57.31,-2.06%,"2,776.87","2,710.51","2,795.14",
10-Oct-2018,"2,785.68",-94.66,-3.29%,"2,873.90","2,784.86","2,874.02",
09-Oct-2018,"2,880.34",-4.09,-0.14%,"2,882.51","2,874.27","2,894.83",
08-Oct-2018,"2,884.43",-1.14,-0.04%,"2,877.53","2,862.08","2,889.45",
05-Oct-2018,"2,885.57",-16.04,-0.55%,"2,902.54","2,869.29","2,909.64",
04-Oct-2018,"2,901.61",-23.90,-0.82%,"2,919.35","2,883.92","2,919.78",
03-Oct-2018,"2,925.51",+2.08,+0.07%,"2,931.69","2,921.36","2,939.86",
02-Oct-2018,"2,923.43",-1.16,-0.04%,"2,923.80","2,919.37","2,931.42",
01-Oct-2018,"2,924.59",+10.61,+0.36%,"2,926.29","2,917.91","2,937.06",
28-Sep-2018,"2,913.98",-0.02,-0.00%,"2,910.03","2,907.50","2,920.53",
27-Sep-2018,"2,914.00",+8.03,+0.28%,"2,911.65","2,909.27","2,927.22",
26-Sep-2018,"2,905.97",-9.59,-0.33%,"2,916.98","2,903.28","2,931.15",
25-Sep-2018,"2,915.56",-3.81,-0.13%,"2,921.75","2,913.70","2,923.95",
24-Sep-2018,"2,919.37",-10.30,-0.35%,"2,921.83","2,912.63","2,923.79",
21-Sep-2018,"2,929.67",-1.08,-0.04%,"2,936.76","2,927.11","2,940.91",
20-Sep-2018,"2,930.75",+22.80,+0.78%,"2,919.73","2,919.73","2,934.80",
19-Sep-2018,"2,907.95",+3.64,+0.13%,"2,906.60","2,903.82","2,912.36",
18-Sep-2018,"2,904.31",+15.51,+0.54%,"2,890.74","2,890.43","2,911.17",
17-Sep-2018,"2,888.80",-16.18,-0.56%,"2,903.83","2,886.16","2,904.65",
14-Sep-2018,"2,904.98",+0.80,+0.03%,"2,906.38","2,895.77","2,908.30",
13-Sep-2018,"2,904.18",+15.26,+0.53%,"2,896.85","2,896.39","2,906.76",
12-Sep-2018,"2,888.92",+1.03,+0.04%,"2,888.29","2,879.20","2,894.65",
11-Sep-2018,"2,887.89",+10.76,+0.37%,"2,871.57","2,866.78","2,892.52",
10-Sep-2018,"2,877.13",+5.45,+0.19%,"2,881.39","2,875.94","2,886.93",
07-Sep-2018,"2,871.68",-6.37,-0.22%,"2,868.26","2,864.12","2,883.81",
06-Sep-2018,"2,878.05",-10.55,-0.37%,"2,888.64","2,867.29","2,892.05",
05-Sep-2018,"2,888.60",-8.12,-0.28%,"2,891.59","2,876.92","2,894.21",
04-Sep-2018,"2,896.72",-4.80,-0.17%,"2,896.96","2,885.13","2,900.18",
31-Aug-2018,"2,901.52",+0.39,+0.01%,"2,898.37","2,891.73","2,906.32",
30-Aug-2018,"2,901.13",-12.91,-0.44%,"2,908.94","2,895.22","2,912.46",
29-Aug-2018,"2,914.04",+16.52,+0.57%,"2,900.62","2,898.40","2,916.50",
28-Aug-2018,"2,897.52",+0.78,+0.03%,"2,901.45","2,893.50","2,903.77",
27-Aug-2018,"2,896.74",+22.05,+0.77%,"2,884.69","2,884.69","2,898.25",
24-Aug-2018,"2,874.69",+17.71,+0.62%,"2,862.35","2,862.35","2,876.16",
23-Aug-2018,"2,856.98",-4.84,-0.17%,"2,860.29","2,854.03","2,868.78",
22-Aug-2018,"2,861.82",-1.14,-0.04%,"2,860.99","2,856.05","2,867.54",
21-Aug-2018,"2,862.96",+5.91,+0.21%,"2,861.51","2,861.32","2,873.23",
20-Aug-2018,"2,857.05",+6.92,+0.24%,"2,853.93","2,850.62","2,859.76",
17-Aug-2018,"2,850.13",+9.44,+0.33%,"2,838.32","2,833.73","2,855.63",
16-Aug-2018,"2,840.69",+22.32,+0.79%,"2,831.44","2,831.44","2,850.49",
15-Aug-2018,"2,818.37",-21.59,-0.76%,"2,827.95","2,802.49","2,827.95",
14-Aug-2018,"2,839.96",+18.03,+0.64%,"2,827.88","2,826.58","2,843.11",
13-Aug-2018,"2,821.93",-11.35,-0.40%,"2,835.46","2,819.88","2,843.40",
10-Aug-2018,"2,833.28",-20.30,-0.71%,"2,839.64","2,825.81","2,842.20",
09-Aug-2018,"2,853.58",-4.12,-0.14%,"2,857.19","2,851.98","2,862.48",
08-Aug-2018,"2,857.70",-0.75,-0.03%,"2,856.79","2,853.09","2,862.44",
07-Aug-2018,"2,858.45",+8.05,+0.28%,"2,855.92","2,855.92","2,863.43",
06-Aug-2018,"2,850.40",+10.05,+0.35%,"2,840.29","2,835.98","2,853.29",
03-Aug-2018,"2,840.35",+13.13,+0.46%,"2,829.62","2,827.37","2,840.38",
02-Aug-2018,"2,827.22",+13.86,+0.49%,"2,800.48","2,796.34","2,829.91",
01-Aug-2018,"2,813.36",-2.93,-0.10%,"2,821.17","2,805.85","2,825.83",
31-Jul-2018,"2,816.29",+13.69,+0.49%,"2,809.73","2,808.06","2,824.46",
30-Jul-2018,"2,802.60",-16.22,-0.58%,"2,819.00","2,798.11","2,821.74",
27-Jul-2018,"2,818.82",-18.62,-0.66%,"2,842.35","2,808.34","2,843.17",
26-Jul-2018,"2,837.44",-8.63,-0.30%,"2,835.49","2,835.26","2,845.57",
25-Jul-2018,"2,846.07",+25.67,+0.91%,"2,817.73","2,817.73","2,848.03",
24-Jul-2018,"2,820.40",+13.42,+0.48%,"2,820.68","2,811.12","2,829.99",
23-Jul-2018,"2,806.98",+5.15,+0.18%,"2,799.17","2,795.14","2,808.61",
20-Jul-2018,"2,801.83",-2.66,-0.09%,"2,804.55","2,800.01","2,809.70",
19-Jul-2018,"2,804.49",-11.13,-0.40%,"2,809.37","2,799.77","2,812.05",
18-Jul-2018,"2,815.62",+6.07,+0.22%,"2,811.35","2,805.89","2,816.76",
17-Jul-2018,"2,809.55",+11.12,+0.40%,"2,789.34","2,789.24","2,814.19",
16-Jul-2018,"2,798.43",-2.88,-0.10%,"2,801.43","2,793.39","2,803.71",
13-Jul-2018,"2,801.31",+3.02,+0.11%,"2,796.93","2,791.69","2,804.53",
12-Jul-2018,"2,798.29",+24.27,+0.87%,"2,783.14","2,781.53","2,799.22",
11-Jul-2018,"2,774.02",-19.82,-0.71%,"2,779.82","2,770.77","2,785.91",
10-Jul-2018,"2,793.84",+9.67,+0.35%,"2,788.56","2,786.24","2,795.58",
09-Jul-2018,"2,784.17",+24.35,+0.88%,"2,768.51","2,768.51","2,784.65",
06-Jul-2018,"2,759.82",+23.21,+0.85%,"2,737.68","2,733.52","2,764.41",
05-Jul-2018,"2,736.61",+23.39,+0.86%,"2,724.19","2,716.02","2,737.83",
03-Jul-2018,"2,713.22",-13.49,-0.49%,"2,733.27","2,711.16","2,736.58",
02-Jul-2018,"2,726.71",+8.34,+0.31%,"2,704.95","2,698.95","2,727.26",
29-Jun-2018,"2,718.37",+2.06,+0.08%,"2,727.13","2,718.03","2,743.26",
28-Jun-2018,"2,716.31",+16.68,+0.62%,"2,698.69","2,691.99","2,724.34",
27-Jun-2018,"2,699.63",-23.43,-0.86%,"2,728.45","2,699.38","2,746.09",
26-Jun-2018,"2,723.06",+5.99,+0.22%,"2,722.12","2,715.60","2,732.91",
25-Jun-2018,"2,717.07",-37.81,-1.37%,"2,742.94","2,698.67","2,742.94",
22-Jun-2018,"2,754.88",+5.12,+0.19%,"2,760.79","2,752.68","2,764.17",
21-Jun-2018,"2,749.76",-17.56,-0.63%,"2,769.28","2,744.39","2,769.28",
20-Jun-2018,"2,767.32",+4.73,+0.17%,"2,769.73","2,763.91","2,774.86",
19-Jun-2018,"2,762.59",-11.16,-0.40%,"2,752.01","2,743.19","2,765.05",
18-Jun-2018,"2,773.75",-5.91,-0.21%,"2,765.79","2,757.12","2,774.99",
15-Jun-2018,"2,779.66",-2.83,-0.10%,"2,777.78","2,761.73","2,782.81",
14-Jun-2018,"2,782.49",+6.86,+0.25%,"2,783.21","2,776.52","2,789.06",
13-Jun-2018,"2,775.63",-11.22,-0.40%,"2,787.94","2,774.65","2,791.47",
12-Jun-2018,"2,786.85",+4.85,+0.17%,"2,785.60","2,778.78","2,789.80",
11-Jun-2018,"2,782.00",+2.97,+0.11%,"2,780.18","2,780.17","2,790.21",
08-Jun-2018,"2,779.03",+8.66,+0.31%,"2,765.84","2,763.59","2,779.39",
07-Jun-2018,"2,770.37",-1.98,-0.07%,"2,774.84","2,760.16","2,779.90",
06-Jun-2018,"2,772.35",+23.55,+0.86%,"2,753.25","2,748.46","2,772.39",
05-Jun-2018,"2,748.80",+1.93,+0.07%,"2,748.46","2,739.51","2,752.61",
04-Jun-2018,"2,746.87",+12.25,+0.45%,"2,741.67","2,740.54","2,749.16",
01-Jun-2018,"2,734.62",+29.35,+1.08%,"2,718.70","2,718.70","2,736.93",
31-May-2018,"2,705.27",-18.74,-0.69%,"2,720.98","2,700.68","2,722.50",
30-May-2018,"2,724.01",+34.15,+1.27%,"2,702.43","2,702.43","2,729.34",
29-May-2018,"2,689.86",-31.47,-1.16%,"2,705.11","2,676.81","2,710.67",
25-May-2018,"2,721.33",-6.43,-0.24%,"2,723.60","2,714.99","2,727.36",
24-May-2018,"2,727.76",-5.53,-0.20%,"2,730.94","2,707.38","2,731.97",
23-May-2018,"2,733.29",+8.85,+0.32%,"2,713.98","2,709.54","2,733.33",
22-May-2018,"2,724.44",-8.57,-0.31%,"2,738.34","2,721.88","2,742.24",
21-May-2018,"2,733.01",+20.04,+0.74%,"2,725.95","2,725.70","2,739.19",
18-May-2018,"2,712.97",-7.16,-0.26%,"2,717.35","2,709.18","2,719.50",
17-May-2018,"2,720.13",-2.33,-0.09%,"2,719.71","2,711.36","2,731.96",
16-May-2018,"2,722.46",+11.01,+0.41%,"2,712.62","2,712.17","2,727.76",
15-May-2018,"2,711.45",-18.68,-0.68%,"2,718.59","2,701.91","2,718.59",
14-May-2018,"2,730.13",+2.41,+0.09%,"2,733.37","2,725.47","2,742.10",
11-May-2018,"2,727.72",+4.65,+0.17%,"2,722.70","2,717.45","2,732.86",
10-May-2018,"2,723.07",+25.28,+0.94%,"2,705.02","2,704.54","2,726.11",
09-May-2018,"2,697.79",+25.87,+0.97%,"2,678.12","2,674.14","2,701.27",
08-May-2018,"2,671.92",-0.71,-0.03%,"2,670.26","2,655.20","2,676.34",
07-May-2018,"2,672.63",+9.21,+0.35%,"2,669.36","2,664.70","2,683.35",
04-May-2018,"2,663.42",+33.69,+1.28%,"2,621.45","2,615.32","2,670.93",
03-May-2018,"2,629.73",-5.94,-0.23%,"2,628.08","2,594.62","2,637.14",
02-May-2018,"2,635.67",-19.13,-0.72%,"2,654.24","2,631.70","2,660.87",
01-May-2018,"2,654.80",+6.75,+0.25%,"2,643.64","2,625.41","2,655.27",
30-Apr-2018,"2,648.05",-21.86,-0.82%,"2,675.05","2,648.04","2,682.92",
27-Apr-2018,"2,669.91",+2.97,+0.11%,"2,675.47","2,659.01","2,677.35",
26-Apr-2018,"2,666.94",+27.54,+1.04%,"2,651.65","2,647.16","2,676.48",
25-Apr-2018,"2,639.40",+4.84,+0.18%,"2,634.92","2,612.67","2,645.30",
24-Apr-2018,"2,634.56",-35.73,-1.34%,"2,680.80","2,617.32","2,683.55",
23-Apr-2018,"2,670.29",+0.15,+0.01%,"2,675.40","2,657.99","2,682.86",
20-Apr-2018,"2,670.14",-22.99,-0.85%,"2,692.56","2,660.61","2,693.94",
19-Apr-2018,"2,693.13",-15.51,-0.57%,"2,701.16","2,681.90","2,702.84",
